Protein.Group;DMSO_cultbatch1_rep1;DMSO_cultbatch1_rep2;DMSO_cultbatch1_rep3;DMSO_cultbatch1_rep4;DMSO_cultbatch1_rep5;DMSO_cultbatch1_rep6;DMSO_cultbatch2_rep1;DMSO_cultbatch2_rep2;DMSO_cultbatch2_rep3;DMSO_cultbatch2_rep4;DMSO_cultbatch2_rep5;DMSO_cultbatch2_rep6;CAP_cultbatch1_rep1;CAP_cultbatch1_rep2;CAP_cultbatch1_rep3;CAP_cultbatch1_rep4;CAP_cultbatch1_rep5;CAP_cultbatch1_rep6;CAP_cultbatch2_rep1;CAP_cultbatch2_rep2;CAP_cultbatch2_rep3;CAP_cultbatch2_rep4;CAP_cultbatch2_rep5;CAP_cultbatch2_rep6
O14530;31782.5;35415.7;7840.94;26858.2;12457.8;20014.8;52686.9;43157.5;44711.5;46218.9;60218.5;46838.8;26619.5;27592;9638.7;16308.8;17249.7;11584;35322.9;33987.7;33818.3;37167.3;32675.8;38532.6
O14531;18490.6;21825.8;16169.1;6619.47;14698;16665.3;;;10831.4;9554.64;7810.77;12231.2;16032.3;15758.8;11848.2;10662.7;4690.55;8540.55;6502.3;5303.88;;5644.27;8227.85;
O14545;20762.2;22307.8;20720.6;18520.7;20467.1;22528.9;17056.5;15230.1;15630;14923.1;14816.2;13704.3;12829.2;12504.4;12823.8;12144.1;10170.2;7903.84;11682.7;12091.2;9496.93;9652.59;13032.4;12380
O14548;20116;17981;9986.71;8837.3;9213.57;11942.6;22430;20170.4;20995.1;20738.2;21131.2;22052.7;18944.3;14872.6;9096.32;7535.45;4794.16;9452.86;15210.4;18011.6;16815.6;18465.3;19110.3;15864.7
O14561;;1026.19;2562.18;2317.08;2033.12;1059.75;;;3534.03;5336.64;;3163.05;;;2476.34;3523.55;1421.47;1719.82;;2049.37;2770.85;;2920.57;
O14562;36675.9;32813.2;26486.1;31010.6;30113.4;30776.3;35615.4;34937.1;29034.8;32209.8;33989.2;30833.5;30717.2;35088.7;24884;26537.1;26501.9;29068.4;42793.2;38214.3;45333.9;31700.9;32660.9;39199.2
O14569;7205.25;7791.57;6924.47;8606.09;8024.13;7126.06;8658.12;7730.75;9648.25;10091.1;10648.7;11799.6;8245.3;8076.04;7264.66;9107.24;7850;8996.66;8810.66;9015.68;11369.2;9153.2;10285.8;11415.5
O14579;33768.2;36251.7;52504.4;49821.4;42505.1;50814;84003.8;160762;54439.3;88502.1;117490;92437.6;58908.6;60189;37027.4;36045.6;42210.3;42450.5;86939.7;96827.1;108646;77464.9;86355.5;135985
O14604;30237.3;27896.6;17359.8;47164.3;66136.5;59053.3;19637.2;12820.7;13569.2;10413.1;;;46068.9;48495.9;28489.7;35661.8;35200;40555.5;;;;11440;;
O14617;33105;31773.9;30533;33162.5;32460.8;31911.8;28125.5;27172.7;31512.9;32904.3;33252.7;31048.8;31041.5;32271.2;27728.3;33565.6;30358.7;30795.8;33849.2;27937.2;29319.2;30932.7;34258.6;32614.5
O14618;15451.7;12011.5;5433.67;7105.53;5777.53;9205.02;16371;22608.6;13810.5;15538.9;15772.4;13308.9;18021.9;16634.4;4521.19;3509.1;6015.92;7488.23;21474.2;17995.5;18649.4;19392.4;18772.5;18963.8
O14639;2455.18;2725.56;2336.87;2334.8;3266.91;4052.77;4565.23;5845.55;4315.56;5417.13;6715.64;4945.81;3112.94;2269.84;3806.37;3054.73;3066.77;2163.25;4074.86;5227.89;5534.13;6628.99;6880.9;5010.9
O14641;6693.74;7350.17;9427.77;9692.31;11548;11171.5;11940.3;11426.9;10333.2;9299.83;10877.9;12313;8550.32;5607.01;6673.11;10454.8;7448.55;10570.3;9785.62;8684.71;9259.2;7412.28;11069.9;9781.34
O14646;12160.9;16233.9;14204.2;13513.2;14861.6;12397.4;22122.7;24613.4;17968;17835.7;22199.9;18926.3;13012.2;12558.8;11705.6;14731.8;13018;9641.33;19510.6;13597.3;16082.8;18292;21374.8;23598.7
O14647;7869.98;9290.69;4859.21;4180.68;5039.04;7072.86;11036.3;12772.6;8679.8;11030;11264.6;9206.21;7931.79;8838.73;5286.59;3295.91;5317.57;5600.89;15699.1;12861;17284.5;8604.77;10524.8;11406.1
O14653;37300.1;37098.1;31231.4;33061.4;31987.5;35845.4;38612.2;36494.9;38795.4;34518.8;36850;36004;37812.1;40148.8;34709.3;30038.6;27207.1;33227.4;31877.6;36360.7;32044.8;37889.4;36515;36164.4
O14656;7675.98;8578.44;6124.92;6344.61;7078.25;7262.77;7335.03;10161.2;5732.65;6768.08;9616.71;6324.96;8422.25;6366.44;5116.17;6345.51;6842.19;7322.31;4485.34;8948.46;8858.24;8625.51;9814.69;5245.61
O14662;10428.9;9362.33;8137.09;8478.7;7332.33;8979.67;13495.1;12104.5;8809.69;8185.68;19179.3;6095.89;9865.78;9491.56;7474.23;6441.56;7319.67;7192.76;14068.6;8888.81;8437.84;12009.7;8782.31;12124.7
O14672;13465;13772.7;10935.9;15772.9;15518.9;13213.5;19317.7;16089.4;19931;21638.5;17265;17953.2;9480.59;12315.2;11776.3;13768.3;10999.7;16977.2;13830.1;12899.4;16715.8;17022.3;18358;16850.2
O14684;4817.87;6434.95;;;;9170.9;194089;201804;176810;177519;181546;170295;8412.21;6619.59;7523.99;3489.43;;4435.22;200830;216763;208479;190653;193999;213094
O14730;7717.44;8998.14;5289.69;5961.69;5603.88;6957.52;7921.3;6574.48;8040.25;8451.96;6363.22;8527.34;5879.25;6208.23;4508.61;4743.16;5122.82;5927.59;8660.28;8773.98;6839.1;8614.88;6975.41;8404.8
O14734;30860;33872.2;36616.2;32489.1;34480.5;36896;18618.3;17045.2;20545.2;23900.7;16895.6;21308.8;42047.7;39735;38329.7;35871.1;37001.7;37687.3;20316.5;22031.2;18715.7;24188.3;25885.7;29389.9
O14735;14226.2;14845.2;7503.25;12401.8;10600.8;14847.3;12269.9;;11031.4;8754.74;;8681.78;16008.7;12608.2;8502.72;9306.05;9205.46;14635.5;;8627.28;14632;8704.05;12562.6;12303.4
O14737;146746;152675;84394;85827.6;81242.1;99216.4;161523;185245;139128;115306;153281;133739;144968;149211;92976.7;81644;83161.9;79945.5;117177;135803;122642;148373;130937;132688
O14744;84850.7;95496.2;63346.5;62853.1;58281.4;75035.4;69960.1;95852;77496.1;74666.9;99343.6;77580.6;98327.4;91050.5;61381.3;61163.5;62213.7;71378.6;104650;92311.7;111893;90915.5;90432.8;108967
O14745;85213.4;88962.6;64061.1;59342.2;62165.9;75466.8;98682.8;117975;85336;78672.7;96848.4;80068.5;77274.3;72655.6;50240.9;46833.3;50075.9;51729.6;53705.1;58666.8;63282;60560.9;58332.7;58501.3
O14763;2819.75;1528.82;1901.68;2548.64;1869.4;;4930.73;2935.12;4028.01;5423.7;4848.78;3639.11;1347.27;1599.98;3075.98;3402.38;2605.15;2616.14;4667.89;4387.55;4231.85;4659.9;3646.71;6099.06
O14773;39374.3;39573.9;46142.6;47841.3;44930.4;50323.7;20977.5;15003;26528.2;22198.9;16781.4;12280.7;36134.8;44551.8;43291.2;43504;40811.2;39292.1;17575.6;21427.6;15366;17641;14070.7;9078.76
O14776;63802.6;57546.3;41658.2;43407.8;56960.8;55899.7;91275;83099.7;67310.7;80552.9;76481.4;67635.9;70028.3;60352.1;49625.5;51123;45415.3;55526.2;58161.9;68890.8;75426.7;69136.2;72757.6;79741.1
O14777;12327.8;11804.4;14252.5;14605.5;15667.7;15180.4;10729.4;8514.37;10702.6;11648.8;9969.15;10911.6;11955.6;10649.2;11211.3;9397.69;10417;8904.98;6620.93;4794.02;6187.16;6314.37;7109.38;4363.18
O14786;30123.6;30280.5;26447.2;31382.6;33755.6;34196.4;19582.6;17251.8;18405.6;19731.2;17125.5;15742.9;37060.2;32039.6;24081.3;33980;36684.2;37734.1;15278.8;14192.1;15624.9;17373.3;15459.6;18215.3
O14787;22278.7;24134.4;18904.4;21655.6;23809.5;23156.5;16231.5;14603.7;21447.5;21261.2;17116.9;17825.9;19728.8;20395.8;17756.6;22938.3;22156.1;23408.5;23925.3;17797.3;18508.2;18985.6;15258.7;22782.9
O14802;9460.08;9552.49;8902.51;9123.96;10093.7;7671.76;14764.3;19563;13661.7;17105.7;17391.2;17118.5;8115.43;8304.85;8585.5;10469.6;7581.02;7250.48;17773.1;15269.2;17303.7;16780.3;18504.1;16780.5
O14818;240697;246684;195073;190483;201273;221537;251555;266133;246434;261643;240764;255850;258079;241890;192979;190013;188128;220915;250485;259847;254221;254263;275421;276749
O14828;116310;110837;107137;102592;112764;121574;104744;102110;119990;114309;95767.6;121328;106198;113775;109227;99128;92498.5;100971;82017.2;100231;89382.9;108034;99031.1;91893.2
O14841;15899;15245;15330.4;14794.3;14187.8;13832.4;12195.5;9034.25;13686.8;13075.3;11736.8;12907.9;14756.7;15106;13352.4;14315.2;14046;15689.2;13211.5;14277.4;13925.5;15256.1;14373.7;14789.8
O14867;1965.53;3089.53;3507.08;2463;2706.54;2468.3;4032.48;3564.87;4357.83;4635.84;3698.44;5045.58;2377.36;1458.72;2167.77;3063.34;1552.41;2562.43;2810.12;3926.06;4157.71;5688.84;2873.57;4928.24
O14874;10112.9;9734.58;10959.4;10324.4;15429.9;13735;;10324;14279.2;11000.9;12902.8;11558.3;11684.8;10182.2;15389.4;8841.24;12145.5;10046.2;8635.67;10143.9;12300.8;10311;13840.1;7268.72
O14879;24780;24946;25063.1;26654.1;28551.4;27683.3;9285.11;;12607.6;11721.1;14019.8;11589.3;24135;21638.8;20033.3;25037.2;27937.7;29571.8;9629.17;10603;17696.5;12250.4;11685.2;10881.9
O14880;9943.2;9809.68;8792.6;21837.1;18922;11154.3;2979.63;;3160.68;4549.62;;4379.5;7843.63;7794.36;10507.9;23840.1;21085.4;19540;7262.82;3029.47;6560.72;2918.37;4614.79;
O14893;7979.26;11982.1;5270.47;8623.12;4831.85;9933.28;13774.1;;10614.7;11000.1;7424.33;8035.85;10420.6;9003.78;8196.88;6329.56;5589.8;10157.2;13417;8075.6;7093.88;12088.4;9177.48;10195.7
O14907;49820.7;49602;45580.7;47614.2;46260.7;60779.3;52599.6;53819.6;46418.6;44990.6;50226.7;51268.7;49084.2;40778.3;43781.7;38721;50009.3;50489.6;37869.6;46758.7;43451.7;43888.4;42990.8;39196
O14908;34794.5;36753.3;25576.1;28144.6;25168.3;29981.6;55186.6;55363.9;50812.2;42044.3;48114.7;45155;30627.2;27218.8;21876;22520.2;21249;28934.1;42694.9;43368.3;38410.6;43410.3;35031.7;40632.1
O14920;;3088.29;3856.25;3215.08;4098.67;3076.52;3483.28;;1901.72;3021.42;2961.34;3895.33;2059.35;2924.07;2417.95;3163.34;3170.03;3487.46;2277.37;2146.96;2699.74;922.181;;
O14925;26192.2;28939.5;28781;30956.5;28606.6;29485.8;26445;18424.5;25856.1;24133.2;17756.4;24590.5;26806.5;27001.8;23019.6;28566.8;25846.7;30128.6;24455.6;23636.4;27101.8;24887.7;25093.1;27325.1
O14929;59090.9;69563.3;53790.9;62665.6;70599.3;74698.9;80739.3;71332.4;82113.4;81225.8;62228.4;85891.6;47237.8;40563.1;39895.6;39609.5;43773;49429.4;60402.7;63585.8;59557.7;68910.8;64165.3;59064.8
O14936;6241.23;5978.22;5393.81;5957.33;4977.13;5165.6;6661.59;5444.82;7005.25;6997.08;7711.53;7067.72;5151.65;5701.39;5052.55;5058.68;5218.66;5904.97;6976.27;6031.43;6946.34;6212.06;7222.26;9315.37
O14949;11735.5;11621.2;9989.06;19263.1;13663.1;10329.7;16765.3;18646.2;20262.5;17616.6;23616.6;19873.7;13261.5;11256;9500.08;16952.8;7320.78;8839.23;18498.8;20166;22048.5;17037.3;20241.5;18075
O14950;218502;236045;133796;141662;113458;141047;349475;572654;305176;306161;434273;323035;256331;226133;121677;105163;106362;119593;310187;390431;357483;336942;320892;355979
O14964;42768.2;41153.4;32584.6;33500.7;30911.9;34267.3;48494;49957;43798.5;47077.5;40479.2;49683;44822.7;40780.8;30368.7;26344.2;28202.1;33951.4;43614.3;44071.2;46594.7;49714.3;48990.3;48923.3
O14965;7053.71;6291.73;6587.41;6912.28;7483.89;7100.36;7854.19;5187.15;8301.97;7656.05;5465.44;7934.4;2014.85;3019.62;2388.23;3905.98;3400.15;3192.18;1900.83;1310.72;2178.3;1402.83;2048.48;
O14967;21885.2;21104.2;27592.8;23630.5;20491;18945.7;17223.6;12126.5;16558.8;14527.5;14300.8;16090.4;17045.7;15608.4;20613.3;21730.5;19256.5;13469.2;16978;17296.6;17715.2;17553.5;17253.7;14422.6
O14972;2910.9;3573.6;2816.33;2424.86;3310.73;3613.52;1979.08;1447.04;3128.12;1182.88;;2283.44;2434.32;2995.61;3057.56;3094.23;2144.46;3504.39;;2086.81;;1490.69;;
O14974;53673.1;49219.2;45190.3;46664.5;47983.6;48445.9;50935.1;50529.6;47352.2;49301.4;47810.5;45379.8;56000.8;48389.1;42048.3;49998.2;41309.6;42657;46977;45171.9;42852;43778.8;44379;45177
O14976;16298.9;15390.1;16918.5;10220.6;24446.9;12982.6;25546.1;25607.9;22270.3;23593.6;25771.1;22227.2;13302.7;15036.4;9625.97;16172.8;13148;11830.7;19668.5;22019.2;21673.5;21481.6;21548.7;24271.9
O14979;139029;131942;127058;128595;132299;115965;164100;180526;131438;130112;141180;131268;138140;132801;126356;144260;131106;113139;119781;139090;138477;126044;120012;122166
O14980;89709.1;94577;94620.7;101914;104228;98711.9;62434.1;62154.9;75768.6;85697.1;71529.3;84470.5;97473.3;102354;96008.4;109133;100412;107648;90118.3;85178.9;93653;85657.6;89232.4;94120.8
O14981;6950.65;8509.5;7227.19;5765.13;6416.98;7160.67;12170.1;12600.4;10476.1;10011.7;12109;11894.1;5166.84;7061;5222;5634.57;5760.2;4709.5;10101;9582.82;11051.5;7852.74;6769.82;8518.56
O15014;669.445;1091.86;480.6;1086.98;1330.6;1265.02;1785.12;;2234.69;4146.75;1397.74;3863.63;520.598;730.715;783.298;770.901;1059.51;;1148.77;1651.22;1458.71;3073.84;2629;2466.24
O15020;14766.3;16264.1;19388.1;14322.7;14144.4;13702.7;10710.9;9953.92;11832.1;11416;11062.3;11471.3;10090.2;15652.6;16921.5;15511.9;16523.8;15717.1;11636.6;10081;9330.77;11091.5;9384.53;9384.94
O15027;27934.8;33212.1;24997.6;23062.7;25412.3;26140.8;31738.7;35945.7;28182.4;28979;35798.6;34866.1;30028.7;31676.3;23548.7;23375.1;24021.3;27335.9;31055.1;34574.3;40704.5;30705.4;33908.8;35888.5
O15031;28553.1;25185.5;22729.3;23850.9;25733.4;23003.9;30527.2;25550.4;32431;31820.9;25078.6;28703.3;23545.7;23865.8;23123.1;23301.7;22334.5;20885.7;17763;22980.8;26381.8;25471.9;21550.6;31489.6
O15042;150471;148731;159347;170334;159431;160781;189584;162946;199766;197725;210925;204008;149789;157897;164280;156098;164615;162114;157681;162433;182660;180756;221016;205326
O15047;3927.13;;5609.38;4951.86;5805.7;5092.45;5322.27;4347;3689.56;5837.92;5068.59;3539.86;3274.93;5265.93;7927.14;4948.48;5670.23;5104.29;6784.22;3913.57;4699.14;;5706.97;2772.08
O15056;11283.7;10390.6;10671.8;11315.1;11197.3;12952;10690.4;9623.92;9265.59;9851.56;11655.3;9368.89;10037.8;10029.2;8302.21;8463.67;9844.85;11088.4;8787.69;9462.75;9322.27;9972.48;8838.15;9441.56
O15066;28278.3;29166.8;23993.2;22065.4;21385.2;26864.6;25214.8;27711.3;25409.4;26829.9;31053;25440.2;31420.6;25382.9;22889.1;21004.5;20500.4;24144.9;23983.2;26830.5;27381.2;26241.9;28346;25848.7
O15067;55721.3;49330.4;45397.1;44832.6;39718.1;51726.8;53852.4;62490.9;60366.9;58776.2;53540.4;67616.1;52988.2;53464.5;47845.4;40212.7;42119.1;46109.8;58586.9;63128.6;54198.3;61049.2;52876.6;55671.5
O15084;14159.1;15763.2;13569.1;12011.8;13285.1;14905.3;21931.5;19043.2;18401.5;20726.3;32400.4;23149.2;14427.1;14812.6;11887.7;12053;13033.2;11921.1;23527.8;20001.5;27867;21907.6;18447.1;24758.1
O15091;5155.76;5800.82;5950.79;7293.14;7704.41;6295.97;4708.67;4489.21;4856.38;5507.99;4139.63;4885.91;5412.61;5831.68;6052.04;8452.22;7283.78;7841.23;5582.69;4803.31;4107.18;6206.37;5264.7;5552.21
O15111;2984.48;2589.57;3732.19;4474;4729.62;4285.2;;;897.582;1575.25;;1353.53;2535.38;2093.16;3467.93;5716.85;4826.91;4407.2;2187.49;;;1118.95;783.199;
O15116;2021.19;2193.75;3231.19;5364.68;2961.09;2364.39;;;;;;;2273.16;;2928.72;5996.05;3029.53;2077.98;;;;;;
O15118;26824.3;25145.1;24803.5;29454.8;26557.6;26226.1;32865.2;34131.8;32785.1;27028.5;33631.7;28649.7;20527.3;20059.2;19388.4;28937.1;24143.1;25765.4;25984;26706.6;28097;27955.2;24186.5;26213.5
O15121;4443.1;4165.78;6143.76;7932.65;6429.72;5245.59;5402.11;2371.7;4636.6;4308.95;2033.94;5294.34;4822.88;4962.8;7483.31;9201.76;6686.19;6595.2;1758.99;8086.71;4518.31;6495.22;4436.19;6166.65
O15126;25420.6;29300;30637.3;29207.2;29520.1;23324.4;37571.7;27923.7;42034.4;34019.8;39075.1;37984.8;32140.1;25065.1;34924.4;34361;39319.7;33980.2;33838.9;38683.4;28936.3;28602.8;32027.7;31440.9
O15127;12687.6;15221.3;16998.9;12724.2;11840.4;13035.4;23247.3;25844.4;23158.4;22497;18495.4;23484;11253.8;12466.6;19123.7;19374.6;16084.7;17175.9;19094.5;20196.3;22117.8;20216.3;20541.5;25623.9
O15143;115751;117523;101647;106347;107092;109216;124065;136542;124716;128626;127896;129185;113133;107862;94540.1;97064.1;111169;114062;132334;119436;121722;117902;113866;122169
O15144;156915;154898;138197;144310;128920;141126;131695;136189;137747;130838;139820;137864;153894;146765;137069;137168;148689;146690;141292;126366;134983;132143;136072;134203
O15145;286279;264495;210020;179885;198475;226566;535160;475293;411872;397723;586973;364999;334440;252963;176881;109240;168260;220062;461546;389651;378937;405618;360718;340707
O15155;28459;32861.2;27935.2;30731.8;28825.9;27480.6;34507.9;33568.3;38607.2;34455.8;41145.1;34212.2;37730.7;35784.6;33053.5;30137;28339.2;26343.6;38144.8;36584.1;38683.6;46380.4;39377.2;43911.2
O15160;39675.9;42618.3;37491.9;41657.6;41550.7;45331.8;50467.6;43764;48072.1;50651.8;52256.1;48826.9;44677.4;42297.2;35855.7;31921.8;38643.4;39557.3;47458.4;49864.2;49822.6;52756.4;52349;49624.9
O15173;60400.6;60107.9;58342.3;47042.7;51643.2;49753.7;89930.2;105553;82631;78308;75914.2;79713.2;75582.7;65983.6;76434.1;79037.6;57719.7;45239.1;82333.1;87225.4;82609.6;85276.5;81945.6;89649.6
O15182;6184.5;6114.96;3512.5;4419.33;3987.65;4732.58;7663.58;7847.26;6942.71;5932.64;8725.77;6276.82;2709.66;3797.05;;2531.9;1833.28;2069.12;4313.14;5867.97;5733.08;7159.05;5413.22;3740.38
O15212;116384;100271;90550.8;76362.7;76575.3;71150.3;149486;158107;114803;107151;143619;118252;94890.7;105806;93938.8;82462.2;91602;82870.1;105625;135986;110684;136286;122491;126215
O15213;15997.8;16391;17994.7;17078.2;15472.8;15684.7;20853.6;15676.6;22065.6;22898.3;19470.8;22607.3;16865.8;18293.1;17169.1;18564;13062.1;17657.5;21088;22012.4;24639.7;23785.9;25228;24205.6
O15226;19080.1;21109.6;19814.5;24698.5;23751.5;19747.4;30349.8;36566.6;31928.1;30590.7;33915.3;32610.3;17716.9;16295.3;22033.1;27590.4;23557.4;15146.4;29416.4;28723.2;32945.6;31673;30320;32897.1
O15228;3136.92;3755.5;2395.77;4285.51;3511.47;2866.07;2380.32;;2132.2;2322.8;3960.63;2382.51;2860.39;3744.26;3081.46;1896.49;3563.25;3061.33;4869.67;4786.73;4232.5;2786.27;4042.6;3273.29
O15230;9077.51;8815.3;7897;8191.57;7932.2;8640.5;9214.13;6851.39;8230.05;8133.22;9667.57;8320.62;6210.32;6325.09;4416.4;4640.7;7248.72;4372.56;6464.12;4770.36;5848.59;5236.81;6994.17;6067.82
O15231;106026;109614;74646.8;78857.2;74622;91534.8;106783;128327;97991.3;98705.5;118493;100240;120962;112174;81843.6;76214.5;74933;84632;89949.8;96899.6;95027.1;97001.8;98714.2;98088.4
O15234;7464.4;6987.8;5844.09;8294.88;9785.4;7524.25;7226.43;7951.77;7488.21;6277.81;8154.07;8547.29;8853.32;8760.73;5859.9;7962.74;7936.81;8040.98;6959.34;12063.4;6527.43;3123.43;7969.59;7393.77
O15258;59977;72275.8;62915.8;79083.5;77678.2;67328;35606.4;28139.6;38317.3;41167.8;36014.5;37361.6;64535.2;62789.4;55694.9;109630;81559.1;103654;51265.6;37861.6;39230.3;37194.7;39844.7;36362.8
O15260;24916;29731.2;23618.1;24007.4;12465;15254;64608.7;67972.9;60293.2;56635.3;77270.1;58339.2;27226.1;24107.6;19471.8;16909.9;16876.3;15653.4;71756.6;71405.2;85431.1;67533.6;68467.4;82606.2
O15264;;;;;;;15431;13004.2;10225.3;11420.8;13875.8;14338.6;3542.06;;;;;;8961.41;16206.5;12169.9;14991.8;17221.2;15127.1
O15269;65384;67679.7;64011.2;72052.2;69694.5;71624.3;46799.1;59189.3;52064.9;51513;42797.6;45433.1;59664;58508.5;56454.2;55517.4;64058;62566.8;40425.8;36284.8;45168.4;48198.1;40197.2;32379.1
O15270;15499.9;14327.2;10854.5;14158.4;11115.2;16073.7;9948.12;7161.88;9377.85;11041.7;11855.5;9836.17;15609.2;15599.1;13296.5;12414;12389.3;15990;13357.3;11143.6;9628.67;11426.2;12067.6;8569.56
O15294;22613.4;24228.5;25419;26477.2;21709.3;21968.4;23103.2;18211;26462.1;26013.8;20558.4;24849;25082.9;23809.4;25967.5;28953.9;25165.2;24981.4;26123.1;25839;25506.7;27824.1;28017.1;27161.5
O15305;24151.4;23710.6;5975.39;8014.69;5270.54;11679.2;51490.4;71434.5;58511.3;51655.5;65363.2;54007;27647.1;20318.1;6651.48;5280.83;5157.32;8270.64;65588.6;73271;71263.9;55926;69390.2;67848.4
O15321;15208.9;17837.2;7407.36;7358.81;6053.69;12145.2;14176.6;16867.4;16965.1;18173;15939.7;18924.2;15000.5;15077;5678.37;6214.57;5089.82;9414.47;16886.7;20440.2;23338.4;20727.3;20007.4;21058.7
O15327;3418.43;3856.02;4794.29;4412.52;5177.39;3535.84;9688.73;9815.44;11819;12550.6;12467.8;12010.2;2733.7;2441.8;4385.68;3279.28;4356.83;3531.87;11418.7;9447.95;10177.8;9589.05;10354.2;12509.8
O15344;5978.68;6260.17;3751.55;4719.46;4743.26;5971.17;3123.37;;5251.19;6359.9;6373.01;4423.65;4921.24;4490.17;3580.87;6319.95;5314.3;5950.18;7155.18;3548.92;7858.76;7560.08;4148.22;2845.01
O15347;99497.2;102077;52980.4;55713.3;52226.4;61389.8;129880;168333;96807.7;101208;130198;99886.8;88838.4;83869.7;47544.1;49187;52594.9;52239.8;90309.8;95984.2;97632;97719.8;84950.7;97214.8
O15355;57697.2;58047.1;47490.4;42540.2;43117.9;52051.6;86938.6;92721.1;80146;80207.1;82795.4;80421.3;60356.3;54932.6;47504.1;40132.5;44235.2;43826.9;66192.3;75940.4;72548.6;80071.2;73900.6;76879.3
O15357;24826.1;16000.4;15368;13298.2;13409.9;16501.2;16236.8;15787.3;14395.9;13143.7;17109.8;13309.6;17502.2;18392.6;14353.8;12230.1;11041.9;17265.3;11348.2;14324.2;12237.3;14863.4;13379.2;11431.7
O15371;69476.6;61963.2;68384.4;70803.1;70655;72801.3;74207;69502.5;78927.8;72706.1;70166.9;70971.6;66055;63824.3;65154;67097.6;64630.7;67910.5;72987;77366.9;78622.2;72226;71773.9;62206.3
O15372;105790;102517;93952.4;105885;87316.1;101543;133201;146110;139811;139828;127793;138122;109770;99204.5;91564.2;95598.3;83656.5;89814.8;131794;150208;133664;144640;139977;150198
O15379;1913.1;3342.24;2627.28;2915.74;3104.11;3198.36;5240.68;3069.13;3518.32;3992.52;1987.37;2402.25;1999.88;2299.84;2049.47;2529.82;1939.24;1728.01;2874.56;2554.26;1889.85;4007.97;2333.09;2996.55
O15381;10979.5;8078.57;8573.27;9376.27;10627.7;10181.4;7769.14;6146.51;11290.2;9433.55;10941.1;8969.92;10361.2;8672.96;7869.03;8990.18;8265.38;8235.19;7840.28;11664.4;8268.07;8842.68;8145.83;9067.17
O15382;10820.5;9829.2;10515.7;13022;10070.2;9999.98;11127.9;5315.48;6045.56;8715.53;4589.45;7157.98;12499.8;8945.25;13405.6;14263;12913.3;10582.1;8172.83;6493.47;6978.98;7807.39;8506.34;5349.83
O15397;17586.7;19232.6;14866.7;16981;18178.6;20135.8;13649.1;14208.4;11014.1;11948.8;16114.5;13443.1;10490.3;12877;9797.08;12351.1;12579.8;12677.8;13265.6;12017.2;10911.3;12417.1;12846.9;14575.7
O15400;222450;222010;170172;181636;177627;211990;221147;231665;207044;201021;184698;203468;209582;214384;151765;152742;146952;183804;170604;205995;178484;184825;179462;179815
O15427;28792.6;32782.2;35597.7;42714.6;45335.6;47857.9;26386.7;29784.2;32645.6;38936.2;41428.5;41256.4;30367;27884.2;39351.9;41794.2;25562.1;34738.6;39990;30457.3;36284;35620.3;35517.3;38914.9
O15439;7088.1;7210.53;8244.49;6731.87;7354.25;7373.29;4035.95;2446.65;3983.55;3570.99;4742.01;3981.68;9034.75;7351.3;7460.83;7265.76;7537.28;7177.21;8534.05;4721.85;6401.67;4952.81;4710.49;7682.37
O15446;28837.7;28643.9;17698.7;19193.7;19976.1;25450;26583.4;37780.5;23157;24240.7;29453.9;23541.1;19056;27340.7;19099.9;16310.4;15425.2;20441.9;25108.2;23742.8;28926.7;26096.1;24646.1;28207.1
O15460;36592.7;37613.1;32182.3;35867.6;36900;34875.8;47773.9;42605.9;50477.1;46739.3;41875.2;47455.4;26840.4;22287.9;25362.3;23080.2;22856.8;25824.4;33060.2;36510;33742.1;36651.8;35772.2;34372.5
O15498;60010.8;54896.1;52090.9;51152.8;52086.4;59012;67617.2;74444.5;71810.4;78871.8;78091.4;77730.3;60573.4;56519.4;50127.5;48246;46805.7;50564.6;73163.3;74686.3;79581.8;76405.9;82525.6;85884.3
O15504;7611.55;8138.6;7922.62;7160.57;6593.75;6745.82;9539.48;9832.88;13308.2;9817.87;13707.4;12177;8448.87;8147.57;5599.22;7807.17;4286.01;4547.16;11617.2;12351;10404;9227.1;12710.3;11824.5
O15511;55133.9;53068.7;29868.2;28291.4;22609.7;38073.1;116417;122349;69738.9;80600.3;100556;89889.4;65352.9;45676.5;23589.5;20010.2;28287.7;36812.2;88992.2;101218;101473;94221.4;91545.2;97878.7
O15514;11974.3;12128.4;14304.4;10152.4;11281;12973.6;12310.8;8085.67;14911.4;13705.3;10589.3;15859.1;10003;11253;10448;10591.9;9587.44;7481.95;4474.69;13434.7;7035.55;10729.9;9061.23;10323.3
